Isleworks Potion,Average,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Firesand,High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Wooden Chair,High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Grilled Clam,Average,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Necklace,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Coral Ring,Average,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Barbut,Very High,Insufficient,Plummeting,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Macuahuitl,Low,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Sauerkraut,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Baked Pumpkin,Very High,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Tunic,Average,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Culinary Knife,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Brush,Very High,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Insufficient,Skyrocketing,Cycle4Strong
Isleworks Boiled Egg,Low,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Hora,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Earrings,High,Sufficient,None,Insufficient,Skyrocketing,Insufficient,Skyrocketing,Surplus,Plummeting,Cycle3Strong
Isleworks Butter,Very High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Brick Counter,Low,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Bronze Sheep,High,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Growth Formula,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Garnet Rapier,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Spruce Round Shield,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Shark Oil,Very High,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Surplus,Plummeting,Cycle3Strong
Isleworks Silver Ear Cuffs,Very High,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Surplus,Plummeting,Surplus,None,Cycle2Strong
Isleworks Sweet Popoto,Average,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Parsnip Salad,High,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Cycle3Strong
Isleworks Caramels,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Ribbon,Low,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Rope,Average,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Cavalier's Hat,High,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Cycle3Weak
Isleworks Horn,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Salt Cod,Very High,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Squid Ink,Very High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Essential Draught,Very High,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleberry Jam,Very High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Tomato Relish,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Increasing,Cycle7Weak
Isleworks Onion Soup,Low,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Islefish Pie,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Corn Flakes,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Pickled Radish,Very High,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Iron Axe,High,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Quartz Ring,Low,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Sufficient,Plummeting,Cycle3Strong
Isleworks Porcelain Vase,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Vegetable Juice,Average,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Pumpkin Pudding,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Sheepfluff Rug,High,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Garden Scythe,High,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Bed,Very High,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Scale Fingers,Average,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Crook,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
